,Hospital Name,Beds,City,State
2082,Fisher County Hospital,14,Rotan,TX
2083,Fisher-Titus Medical Center,147,Norwalk,OH
2084,Fishermen's Community Hospital,5,Marathon,FL
2085,Fitzgibbon Hospital,52,Marshall,MO
2086,Five Rivers Medical Center,44,Pocahontas,AR
2087,Flaget Memorial Hospital,52,Bardstown,KY
2088,Flagler Hospital,335,Saint Augustine,FL
2089,Flagstaff Medical Center,264,Flagstaff,AZ
2090,Flambeau Hospital,24,Park Falls,WI
2091,Fleming County Hospital,52,Flemingsburg,KY
2092,Flint River Community Hospital,46,Montezuma,GA
2093,Floating Hospital for Children,0,Boston,MA
2094,Florence Hospital,0,Florence,AZ
2095,Florida Medical Center,434,Fort Lauderdale,FL
2096,Florida State Hospital,58,Chattahoochee,FL
2097,Flowers Hospital,235,Dothan,AL
2098,Floyd County Medical Center,25,Charles City,IA
2099,Floyd Medical Center,299,Rome,GA
2100,Floyd Valley Hospital,25,Le Mars,IA
2101,Flushing Hospital Medical Center,299,Flushing,NY
2102,Fond du Lac County Acute Psychiatric Unit,25,Fond du Lac,WI
2103,Fontana Medical Center,626,Fontana,CA
2104,Foothill Regional Medical Center,177,Tustin,CA
2105,Foothills Hospital,168,Boulder,CO
2106,Forbes Hospital,291,Monroeville,PA
2107,Forest Health Medical Center Michigan,24,Ypsilanti,MI
2108,Forest View Psychiatric Hospital,108,Grand Rapids,MI
2109,Forks Community Hospital,37,Forks,WA
2110,Forrest City Medical Center,70,Forrest City,AR
2111,Forrest General Hospital,471,Hattiesburg,MS
2112,Fort Behavioral Health,0,Fort Worth,TX
2113,Fort Belknap Critical Access Hospital,6,Harlem,MT
2114,Fort Belvoir Community Hospital,0,Fort Belvoir,VA
2115,Fort Duncan Regional Medical Center,101,Eagle Pass,TX
2116,Fort Hamilton Hospital,158,Hamilton,OH
2117,Fort Lauderdale Behavioral Health Center,182,Oakland Park,FL
2118,Fort Loudoun Medical Center,30,Lenoir City,TN
2119,Fort Madison Community Hospital,50,Fort Madison,IA
2120,Fort Memorial Hospital,49,Fort Atkinson,WI
2121,Fort Sanders Regional Medical Center,352,Knoxville,TN
2122,Fort Walton Beach Medical Center,267,Fort Walton Beach,FL
2123,Fort Washington Medical Center,29,Fort Washington,MD
2124,Fort Yates Hospital,12,Fort Yates,ND
2125,Foundation Health Partners Denali Center,0,Fairbanks,AK
2126,Foundation Health Partners Fairbanks Memorial Hospital,212,Fairbanks,AK
2127,Foundation Surgical Hospital of El Paso,40,El Paso,TX
2128,Foundation Surgical Hospital of San Antonio,20,San Antonio,TX
2129,Foundations Behavioral Health,0,Doylestown,PA
2130,Fountain Valley Regional Hospital and Medical Center,400,Fountain Valley,CA
2131,Four County Counseling Center,16,Logansport,IN
2132,Four Winds Saratoga,88,Saratoga Springs,NY
2133,Four Winds Westchester,175,Cross River,NY
2134,Fox Chase Cancer Center,100,Philadelphia,PA
2135,Fox Run Center,0,Saint Clairsville,OH
2136,Framingham Union Hospital,288,Framingham,MA
2137,Frances Mahon Deaconess Hospital,25,Glasgow,MT
2138,Franciscan Health Crawfordsville,40,Crawfordsville,IN
2139,Franciscan Health Indianapolis,462,Indianapolis,IN
2140,Franciscan Health Lafayette Central,94,Lafayette,IN
2141,Franciscan Health Lafayette East,203,Lafayette,IN
2142,Franciscan Health Hammond,226,Hammond,IN
2143,Franciscan Health Michigan City,183,Michigan City,IN
2144,Franciscan Health Mooresville Campus,83,Mooresville,IN
2145,Franciscan Health Munster,63,Munster,IN
2146,Franciscan Health Carmel,6,Carmel,IN
2147,Franciscan Health Crown Point,214,Crown Point,IN
2148,Franciscan Health Dyer Campus,170,Dyer,IN
2149,Franciscan Health Olympia Fields Campus,206,Olympia Fields,IL
2150,Franciscan Health Rensselaer,25,Rensselaer,IN
2151,Franciscan Hospital for Children,112,Brighton,MA
2152,Frankfort Regional Medical Center,128,Frankfort,KY
2153,Franklin County Medical Center,55,Preston,ID
2154,Franklin County Memorial Hospital,24,Meadville,MS
2155,Franklin County Memorial Hospital,14,Franklin,NE
2156,Franklin Foundation Hospital,25,Franklin,LA
2157,Franklin General Hospital,77,Hampton,IA
2158,Franklin Hospital,25,Benton,IL
2159,Franklin Medical Center,37,Winnsboro,LA
2160,Franklin Memorial Hospital,48,Farmington,ME
2161,Franklin Regional Hospital,35,Franklin,NH
2162,Franklin Woods Community Hospital,111,Johnson City,TN
2163,Frederick Memorial Hospital,281,Frederick,MD
2164,Fredonia Regional Hospital,34,Fredonia,KS
2165,Freedom Behavioral Hospital of Topeka,24,Topeka,KS
2166,Freeman Hospital East,0,Joplin,MO
2167,Freeman Neosho Hospital,25,Neosho,MO
2168,Freeman Regional Health Services,76,Freeman,SD
2169,Freeman West,391,Joplin,MO
2170,Freestone Medical Center,37,Fairfield,TX
2171,Fremont Hospital,148,Fremont,CA
2172,French Hospital Medical Center,98,San Luis Obispo,CA
2173,Fresno Heart & Surgical Hospital,57,Fresno,CA
2174,Fresno Medical Center,169,Fresno,CA
2175,Fresno Surgical Hospital,27,Fresno,CA
2176,Friends Hospital,192,Philadelphia,PA
2177,Frio Regional Hospital,24,Pearsall,TX
2178,Frisbie Memorial Hospital,84,Rochester,NH
2179,Froedtert Hospital,607,Milwaukee,WI
2180,Froedtert Kenosha Hospital,200,Kenosha,WI
2181,Froedtert Menomonee Falls Hospital,202,Menomonee Falls,WI
2182,Froedtert Pleasant Prairie Hospital,107,Pleasant Prairie,WI
2183,Froedtert West Bend Hospital,70,West Bend,WI
2184,Frye Regional Medical Center,355,Hickory,NC
2185,Fuller Hospital,103,South Attleboro,MA
2186,Fulton County Health Center,123,Wauseon,OH
2187,Fulton County Hospital,25,Salem,AR
2188,Fulton County Medical Center,88,McConnellsburg,PA
2189,Fulton Medical Center,37,Fulton,MO
2190,Fulton State Hospital,38,Fulton,MO
2191,G. Werber Bryan Psychiatric Hospital,457,Columbia,SC
2192,G.V. Sonny Montgomery VA Medical Center,0,Jackson,MS
2193,Gadsden Regional Medical Center,271,Gadsden,AL
2194,Galesburg Cottage Hospital,112,Galesburg,IL
2195,Galion Community Hospital,35,Galion,OH
2196,Gallup Indian Medical Center,74,Gallup,NM
2197,Garden City Hospital,148,Garden City,MI
2198,Garden Grove Hospital and Medical Center,167,Garden Grove,CA
2199,Garden Park Medical Center,121,Gulfport,MS
2200,Garfield County Health Center,28,Jordan,MT
2201,Garfield County Hospital District,25,Pomeroy,WA
2202,Garfield Medical Center,210,Monterey Park,CA
2203,Garfield Memorial Hospital,15,Panguitch,UT
2204,Garfield Park Behavioral Hospital,0,Chicago,IL
2205,Garland Behavioral Hospital,72,Garland,TX
2206,Garrett Regional Medical Center,37,Oakland,MD
2207,Gateway Regional Medical Center,305,Granite City,IL
2208,Gateway Rehabilitation Hospital,40,Florence,KY
2209,Gateways Hospital and Mental Health Center,55,Los Angeles,CA
2210,Gaylord Hospital,137,Wallingford,CT
2211,Geary Community Hospital,49,Junction City,KS
2212,Geisinger Bloomsburg Hospital,76,Bloomsburg,PA
2213,Geisinger Encompass Health Rehabilitation Hospital,42,Danville,PA
2214,Geisinger Holy Spirit,308,Camp Hill,PA
2215,Geisinger Janet Weis Children's Hospital,0,Danville,PA
2216,Geisinger Jersey Shore Hospital,25,Jersey Shore,PA
2217,Geisinger Lewistown Hospital,123,Lewistown,PA
2218,Geisinger Marworth,0,Waverly,PA
2219,Geisinger Medical Center,552,Danville,PA
2220,Geisinger Shamokin Area Community Hospital,70,Coal Township,PA
2221,Geisinger South Wilkes-Barre,0,Wilkes-Barre,PA
2222,Geisinger South Wilkes-Barre Inpatient Rehabilitation,0,Wilkes-Barre,PA
2223,Geisinger St. Luke's Hospital,0,Orwigsburg,PA
2224,Geisinger Wyoming Valley Medical Center,320,Wilkes-Barre,PA
2225,Geisinger-Community Medical Center,279,Scranton,PA
2226,General Leonard Wood Army Community Hospital,0,Fort Leonard Wood,MO
2227,Generations Behavioral Health - Geneva,18,Geneva,OH
2228,Generations Behavioral Health- Youngstown,76,Youngstown,OH
2229,Genesis Behavioral Hospital,18,Breaux Bridge,LA
2230,Genesis Hospital,282,Zanesville,OH
2231,Genesis Medical Center Silvis,265,Silvis,IL
2232,"Genesis Medical Center, DeWitt",90,DeWitt,IA
2233,"Genesis Medical Center, West Central Park",0,Davenport,IA
2234,Genesis Medical Center-Aledo,22,Aledo,IL
2235,Geneva General Hospital,477,Geneva,NY
2236,Genoa Community Hospital,19,Genoa,NE
2237,George C. Grape Community Hospital,25,Hamburg,IA
2238,George E. Wahlen Department of Veterans Affairs Medical Center,0,Salt Lake City,UT
2239,George E. Weems Memorial Hospital,25,Apalachicola,FL
2240,George Nigh Long Term Acute Care Hospital,4,Okmulgee,OK
2241,George Nigh Rehabilitation Center,39,Okmulgee,OK
2242,George Regional Hospital,42,Lucedale,MS
2243,Georgetown Behavioral Health Institute,118,Georgetown,TX
2244,Georgetown Community Hospital,75,Georgetown,KY
2245,Georgia Regional Hospital - Atlanta,114,Decatur,GA
2246,Georgia Regional Hospital at Savannah,112,Savannah,GA
2247,Gerald Champion Regional Medical Center,98,Alamogordo,NM
2248,Gibson Area Hospital & Health Services,30,Gibson City,IL
2249,Gibson General Hospital,25,Princeton,IN
2250,Gifford Medical Center,29,Randolph,VT
2251,Gila Regional Medical Center,42,Silver City,NM
2252,Gillette Children's Specialty Healthcare - Saint Paul Campus,60,Saint Paul,MN
2253,Girard Medical Center,33,Girard,KS
2254,Glacial Ridge Hospital,19,Glenwood,MN
2255,Glen Cove Hospital,119,Glen Cove,NY
2256,Glen Oaks Hospital,54,Greenville,TX
2257,Glen Rose Medical Center,16,Glen Rose,TX
2258,Glenbrook Hospital,0,Glenview,IL
2259,Glencoe Regional Health Services,124,Glencoe,MN
2260,Glendale Memorial Hospital & Health Center,304,Glendale,CA
2261,Glendive Medical Center,81,Glendive,MT
2262,Glendora Oaks Behavioral Health Hospital,128,Glendora,CA
2263,Glenmont,25,Hilliard,OH
2264,Glenn Medical Center,15,Willows,CA
2265,Glens Falls Hospital,406,Glens Falls,NY
2266,Glenwood Regional Medical Center,284,West Monroe,LA
2267,Golden Plains Community Hospital,25,Borger,TX
2268,Golden Valley Memorial Hospital,42,Clinton,MO
2269,Goleta Valley Cottage Hospital,28,Santa Barbara,CA
2270,Golisano Children's Hospital,0,Rochester,NY
2271,Golisano Children's Hospital of Southwest Florida,0,Fort Myers,FL
2272,Gonzales Memorial Hospital,34,Gonzales,TX
2273,Good Hope Hospital,16,Erwin,NC
2274,Good Samaritan Hospital,286,Suffern,NY
2275,Good Samaritan Hospital,310,Los Angeles,CA
2276,Good Samaritan Hospital,392,Cincinnati,OH
2277,Good Samaritan Hospital,342,San Jose,CA
2278,Good Samaritan Hospital,144,Vincennes,IN
2279,Good Samaritan Hospital Medical Center,437,West Islip,NY
2280,Good Samaritan Hospital North,64,Bakersfield,CA
2281,Good Samaritan Medical Center,183,Lafayette,CO
2282,Good Samaritan Medical Center,265,Brockton,MA
2283,Good Samaritan Medical Center,333,West Palm Beach,FL
2284,Good Samaritan Regional Medical Center,193,Corvallis,OR
2285,Good Shepherd Campus,25,Hermiston,OR
2286,Good Shepherd Rehabilitation Hospital - Allentown,205,Allentown,PA
2287,Good Shepherd Rehabilitation Hospital Pediatric Unit,0,Bethlehem,PA
2288,Good Shepherd Specialty Hospital,32,Bethlehem,PA
2289,Goodall-Witcher Hospital,25,Clifton,TX
2290,Goodland Regional Medical Center,21,Goodland,KS
2291,Gordon Memorial Hospital,25,Gordon,NE
2292,Goshen Hospital,122,Goshen,IN
2293,Gothenburg Memorial Hospital,12,Gothenburg,NE
2294,Gouverneur Hospital,25,Gouverneur,NY
2295,Gove County Medical Center,21,Quinter,KS
2296,Governor Juan F. Luis Hospital & Medical Center,77,Christiansted,VI
2297,Grace Cottage Hospital,19,Townshend,VT
2298,Grace Hospital,52,Cleveland,OH
2299,Grace Medical Center,69,Baltimore,MD
2300,Grace Medical Center,92,Lubbock,TX
2301,Gracie Square Hospital,133,New York,NY
2302,Grady General Hospital,46,Cairo,GA
2303,Grady Memorial Hospital,974,Atlanta,GA
2304,Grady Memorial Hospital,49,Chickasha,OK
2305,Grafton City Hospital,25,Grafton,WV
2306,Graham County Hospital,20,Hill City,KS
2307,Graham Hospital,81,Canton,IL
2308,Graham Regional Medical Center,25,Graham,TX
2309,Grand Itasca Clinic & Hospital,36,Grand Rapids,MN
2310,Grand River Hospital and Medical Center,61,Rifle,CO
2311,Grand Strand Regional Medical Center,369,Myrtle Beach,SC
2312,Grand View Hospital,176,Sellersville,PA
2313,Grande Ronde Hospital,25,La Grande,OR
2314,Grandview Medical Center,304,Dayton,OH
2315,Grandview Medical Center,402,Birmingham,AL
2316,Granite County Medical Center,25,Philipsburg,MT
2317,Granite Falls Health,73,Granite Falls,MN
2318,Grant Memorial Hospital,45,Petersburg,WV
2319,Grant Regional Health Center,25,Lancaster,WI
2320,Granville Medical Center,122,Oxford,NC
2321,Grays Harbor Community Hospital,49,Aberdeen,WA
2322,Great Bend Regional Hospital,33,Great Bend,KS
2323,Great Falls Clinic Hospital,20,Great Falls,MT
2324,Great Plains Health,116,North Platte,NE
2325,Great Plains Regional Medical Center,54,Elk City,OK
2326,Great River Medical Center,307,West Burlington,IA
2327,Great River Medical Center,33,Blytheville,AR
2328,Greater Baltimore Medical Center,296,Baltimore,MD
2329,Greater Binghamton Health Center,111,Binghamton,NY
2330,Greater Bridgeport Community Mental Health Center,62,Bridgeport,CT
2331,Greater El Monte Community Hospital,117,South El Monte,CA
2332,Greater Regional Medical Center,25,Creston,IA
2333,Greeley County Health Services,18,Tribune,KS
2334,Greenbrier Valley Medical Center,92,Ronceverte,WV
2335,Greene County General Hospital,25,Linton,IN
2336,Greene County Health System,92,Eutaw,AL
2337,Greene County Hospital,7,Leakesville,MS
2338,Greene County Medical Center,25,Jefferson,IA
2339,Greene Memorial Hospital,49,Xenia,OH
2340,Greeneville Community Hospital East,230,Greeneville,TN
2341,Greenleaf Behavioral Health Hospital,103,Valdosta,GA
2342,Greenville Memorial Hospital,799,Greenville,SC
2343,Greenwich Hospital,181,Greenwich,CT
2344,Greenwood County Hospital,25,Eureka,KS
2345,Greenwood Leflore Hospital,193,Greenwood,MS
2346,Greenwood Regional Rehabilitation Hospital,54,Greenwood,SC
2347,Greer Memorial Hospital,57,Greer,SC
2348,Greystone Park Psychiatric Hospital,468,Morris Plains,NJ
2349,Griffin Hospital,117,Derby,CT
2350,Griffin Memorial Hospital,120,Norman,OK
2351,Grisell Memorial Hospital,12,Ransom,KS
2352,Gritman Medical Center,25,Moscow,ID
2353,Grove City Methodist Hospital,0,Grove City,OH
2354,Grove Hill Memorial Hospital,30,Grove Hill,AL
2355,Grover C. Dils Medical Center,20,Caliente,NV
2356,Grundy County Memorial Hospital,25,Grundy Center,IA
2357,Guadalupe County Hospital,10,Santa Rosa,NM
2358,Guadalupe Regional Medical Center,139,Seguin,TX
2359,Guam Memorial Hospital Authority,201,Oka Tamuning,GU
2360,Guam Regional Medical City,105,Dededo,GU
2361,Gulf Breeze Hospital,65,Gulf Breeze,FL
2362,Gulf Coast Medical Center,356,Fort Myers,FL
2363,Gulf Coast Regional Medical Center,222,Panama City,FL
2364,Gulf Coast Treatment Center,0,Fort Walton Beach,FL
2365,Gulf Coast Veterans Health Care System,0,Biloxi,MS
2366,Gulfport Behavioral Health System,52,Gulfport,MS
2367,Gundersen Boscobel Area Hospitals and Clinics,25,Boscobel,WI
2368,Gundersen Lutheran Medical Center,269,La Crosse,WI
2369,Gundersen Moundview Memorial Hospital & Clinics,25,Friendship,WI
2370,Gundersen Palmer Lutheran Hospital And Clinics,25,West Union,IA
2371,Gundersen Saint Joseph's Hospital and Clinics,25,Hillsboro,WI
2372,Gundersen Tri-County Memorial Hospital,60,Whitehall,WI
2373,Gunnison Valley Hospital,25,Gunnison,UT
2374,Gunnison Valley Hospital,20,Gunnison,CO
2375,Guthrie Corning Hospital,65,Corning,NY
2376,Guthrie Cortland Regional Medical Center,194,Cortland,NY
2377,Guthrie County Hospital,25,Guthrie Center,IA
2378,Guthrie Robert Packer Hospital,250,Sayre,PA
2379,Guthrie Towanda Memorial Hospital,103,Towanda,PA
2380,Guthrie Troy Community Hospital,25,Troy,PA
2381,Guttenberg Municipal Hospital,25,Guttenberg,IA
2382,Gwen Neilsen Anderson Rehabilitation Center,0,Twin Falls,ID
2383,H. C. Watkins Memorial Hospital,25,Quitman,MS
2384,Habersham Medical Center,137,Demorest,GA
2385,Hackensack Meridian Health Carrier Clinic,187,Belle Mead,NJ
2386,Hackensack Meridian Health JFK Medical Center,447,Edison,NJ
2387,Hackensack Meridian Health Mountainside Medical Center,231,Montclair,NJ
2388,Hackensack Meridian Health Pascack Valley Medical Center,78,Westwood,NJ
2389,Hackensack University Medical Center,711,Hackensack,NJ
2390,Hackettstown Medical Center,64,Hackettstown,NJ
2391,Hale County Hospital,28,Greensboro,AL
2392,Hale Ho'ola Hamakua,77,Honoka'a,HI
2393,Halifax Health Medical Center of Daytona Beach,544,Daytona Beach,FL
2394,Halifax Health Medical Center of Port Orange,0,Port Orange,FL
2395,Halifax Health/UF Health Medical Center of Deltona,0,Deltona,FL
2396,"Hamilton Center, Inc.",16,Terre Haute,IN
2397,Hamilton County Hospital,0,Hamilton,TX
2398,Hamilton County Hospital,25,Syracuse,KS
2399,Hamilton Medical Center,264,Dalton,GA
2400,Hamilton Memorial Hospital District,25,McLeansboro,IL
2401,Hammond-Henry Hospital,62,Geneseo,IL
2402,Hampshire Memorial Hospital,44,Romney,WV
2403,Hampstead Hospital,111,Hampstead,NH
2404,Hampton Hospital,120,Westampton Township,NJ
2405,Hampton Regional Medical Center,32,Varnville,SC
2406,Hampton VA Medical Center,0,Hampton,VA
2407,Hancock County Health System,25,Britt,IA
2408,Hancock County Hospital,10,Sneedville,TN
2409,Hancock Regional Hospital,71,Greenfield,IN
2410,Hannibal Regional Hospital,99,Hannibal,MO
2411,Hanover Hospital,25,Hanover,KS
2412,Hans P. Peterson Memorial Hospital,48,Philip,SD
2413,Hansen Family Hospital,19,Iowa Falls,IA
2414,Hansford County Hospital District,14,Spearman,TX
2415,Harbor Beach Community Hospital,45,Harbor Beach,MI
2416,Harbor Oaks Hospital,134,New Baltimore,MI
2417,Harbor Point Behavioral Health Center,0,Portsmouth,VA
2418,Harbor-UCLA Medical Center,428,Torrance,CA
2419,Harborview Medical Center,413,Seattle,WA
2420,Hardeman County Memorial Hospital,24,Quanah,TX
2421,Hardin County General Hospital,25,Rosiclare,IL
2422,Hardin Medical Center,122,Savannah,TN
2423,Hardin Memorial Hospital,300,Elizabethtown,KY
2424,Hardtner Medical Center,35,Olla,LA
2425,Harlan ARH Hospital,111,Harlan,KY
2426,Harlan County Health System,19,Alma,NE
2427,Harlingen Medical Center,112,Harlingen,TX
2428,Harmon Memorial Hospital,22,Hollis,OK
2429,Harney District Hospital,19,Burns,OR
2430,Harper County Community Hospital,15,Buffalo,OK
2431,Harrington Hospital,119,Southbridge,MA
2432,Harris Regional Hospital,82,Sylva,NC
2433,Harrisburg Medical Center,70,Harrisburg,IL
2434,Harrison Community Hospital,25,Cadiz,OH
2435,Harrison County Community Hospital,14,Bethany,MO
2436,Harrison County Hospital,25,Corydon,IN
2437,Harrison Medical Center - Bremerton,298,Bremerton,WA
2438,Harrison Medical Center - Silverdale,0,Silverdale,WA
2439,Harrison Memorial Hospital,61,Cynthiana,KY
2440,Harry S. Truman Memorial Veterans' Hospital,0,Columbia,MO
2441,Harsha Behavioral Center,81,Terre Haute,IN
2442,Hartford Hospital,938,Hartford,CT
2443,Hartgrove Behavioral Health System,160,Chicago,IL
2444,Hasbro Children's Hospital,0,Providence,RI
2445,Haskell Memorial Hospital,25,Haskell,TX
